Unnamed: 0,date,name,country,venue,clean_country
3970,"Sep 17 - 18, 2016",Cube N' Meme 2016,"Finland, Kirkkonummi",Kirkkoharjun koulu,Finland
3971,"Sep 17 - 18, 2016",Vilnius Open 2016,"Lithuania, Vilnius",Lithuanian Youth Center,Lithuania
3973,"Sep 16 - 18, 2016",Ukrainian Nationals 2016,"Ukraine, Lviv","Friday – student club of NULP, Saturday and Sunday – club Picasso",Ukraine
3975,"Sep 10 - 11, 2016",Champagne Open 2016,"France, Reims",Salle des fêtes de Tinqueux,France
3976,"Sep 10, 2016",Botosani Rubik Open 2016,"Romania, Botosani",Scoala Gimnaziala Nr. 10 Botosani,Romania
3982,"Sep 10, 2016",Estonian Open 2016,"Estonia, Tallinn",Tallinn University of Applied Sciences,Estonia
3987,"Sep 3 - 4, 2016",Swiss Nats 2016,"Switzerland, Winterthur",Swiss Science Center,Switzerland
3989,"Sep 3 - 4, 2016",Croatian Open 2016,"Croatia, Zagreb",Prva Gimnazija,Croatia
3993,"Sep 3, 2016",Open Rubik Vall d'Uixó 2016,"Spain, Vall d'Uixó",Centro Social Les Llimeres,Spain
3996,"Sep 3, 2016",GLS Cup IV 2016,"Poland, Gdańsk",Novotel Marina,Poland
3997,"Sep 3, 2016",Breda Open 2016,"Netherlands, Ulvenhout",Het Blazoen,Netherlands
3998,"Sep 3, 2016",CVDB Open 2016,"Spain, Villanueva de la Serena, Badajoz",Casa de la Cultura,Spain
4004,"Aug 27 - 28, 2016",PSU Open 2016,"Belarus, Novopolotsk",Polotsk State University,Belarus
4005,"Aug 27 - 28, 2016",Slovakian Open 2016,"Slovakia, Bratislava",Slovak University of Technology,Slovakia
4006,"Aug 27 - 28, 2016",ABHC 2016,"United Kingdom, Sheffield, South Yorkshire",The Edge,United Kingdom
4008,"Aug 27 - 28, 2016",II Masovian Open Płock 2016,"Poland, Płock",Zespół Szkół nr 6 im. Władysława Jagiełły w Płocku,Poland
4011,"Aug 27, 2016",Kharkiv Cube Day 2016,"Ukraine, Kharkiv","Jewish Cultural Center ""Beit Dan""",Ukraine
4013,"Aug 27, 2016",The Most Serene Competition 2016,"San Marino, Dogana",Centro Atlante San Marino,San Marino
4020,"Aug 20, 2016",Alicante Open 2016,"Spain, Alicante",Dual Games Alicante,Spain
4021,"Aug 20, 2016",Constanta Rubik Open 2016,"Romania, Constanta",Maritimo Center,Romania
4022,"Aug 20, 2016",Moldavian Nationals Summer 2016,"Moldova, Chișinău",Summit New York Hall,Moldova
4034,"Aug 13 - 14, 2016",Tübingen Open 2016,"Germany, Tübingen",Musikzentrum Pfrondorf,Germany
4045,"Aug 6 - 7, 2016",Full Steps in Brest 2016,"Belarus, Brest",Brest Regional Centre of Olympic Reserve for Rowing,Belarus
4048,"Aug 6 - 7, 2016",N8W8 Summer 2016,"Belgium, Zonhoven",Evenementenhal Zonhoven,Belgium
4057,"Jul 31, 2016",Milan Summer 2016,"Italy, Milan",Ludoteca la Casa dei Giochi,Italy
4058,"Jul 30 - 31, 2016",Macclesfield Open 2016,"United Kingdom, Macclesfield, Cheshire",Tytherington School,United Kingdom
4059,"Jul 30 - 31, 2016",Zeeland Open 2016,"Netherlands, Vlissingen",De Lammerenburcht,Netherlands
4062,"Jul 30, 2016",Thessalonicube 2016,"Greece, Thessaloniki","8th Primary School, Eleftherio - Kordelio",Greece
4069,"Jul 24, 2016",Rome Summer Open 2016,"Italy, Rome",L' Archivio 14,Italy
4072,"Jul 23 - 24, 2016",Lisboa Open 2016,"Portugal, Lisbon",Pavilhão do Conhecimento - Ciência Viva,Portugal
4083,"Jul 19 - 20, 2016",Czech Open 2016,"Czech Republic, Pardubice",Tipsport Arena,Czech Republic
4092,"Jul 15 - 17, 2016",Euro 2016,"Czech Republic, Prague",Sportovní Hala Radotín,Czech Republic
4097,"Jul 9 - 10, 2016",FLIP 2016,"France, Parthenay",Palais des Congrès,France
4099,"Jul 9, 2016",Belfort Open 2016,"France, Belfort",CFA Munipal de Belfort,France
4100,"Jul 9, 2016",WLS Lato 2016,"Poland, Warszawa",Urząd Dzielnicy Ursynów,Poland
4103,"Jul 2 - 3, 2016",Archena Open 2016,"Spain, Archena, Murcia",Espacio Joven,Spain
4104,"Jul 2 - 3, 2016",Asturias Open 2016,"Spain, Gijón",Recinto Ferial Luis Adaro,Spain
4105,"Jul 2 - 3, 2016",Berlin Summer Cube Days 2016,"Germany, Berlin",HTW Berlin,Germany
4106,"Jul 2 - 3, 2016",Cannes 2016,"France, Cannes",Pépinière CréaCannes,France
4107,"Jul 2 - 3, 2016",Cowboys Summer 2016,"Ukraine, Novopokrovka, Kharkiv region",Novopokrovskiy DK,Ukraine
4108,"Jul 2 - 3, 2016",Kaliska Open 2016,"Poland, Kaliska",Zespół Szkół Publicznych w Kaliskach ,Poland
4115,"Jun 26, 2016",West Friesche Open 2016,"Netherlands, Grootebroek",Scouting Arcadia,Netherlands
4121,"Jun 25 - 26, 2016",Irish Championship 2016,"Ireland, Dublin",Lucan Community College,Ireland
4123,"Jun 25, 2016",GLS Cup III 2016,"Poland, Gdańsk",Novotel Marina,Poland
4126,"Jun 19, 2016",Strasbourg Open 2016,"France, Strasbourg",Salle du Bon Pasteur,France
4128,"Jun 18 - 19, 2016",Doge Open 2016,"Finland, Kirkkonummi",Kirkkoharjun koulu,Finland
4129,"Jun 18 - 19, 2016",Gothenburg Cube Open 2016,"Sweden, Göteborg",Universeum,Sweden
4132,"Jun 18 - 19, 2016",Austrian Open 2016,"Austria, Vienna",Wien Brigittenau - Jugendgästehaus,Austria
4137,"Jun 18 - 19, 2016",Quijote Open 2016,"Spain, Argamasilla de Alba, Ciudad Real",Pabellón Polideportivo Municipal de Argamasilla de Alba,Spain
4144,"Jun 11 - 12, 2016",Mielec Cube Day 2016,"Poland, Mielec",Zespół Szkół Technicznych w Mielcu,Poland
4149,"Jun 10 - 12, 2016",Danish Open 2016,"Denmark, Roskilde",Hedegårdenes skole,Denmark
4152,"Jun 5, 2016",Hem MariCubik Open 2016,"France, Hem",Salle Diligent,France
4154,"Jun 4 - 5, 2016",Łódź Cubing Summer 2016,"Poland, Łódź",Galeria Łódzka,Poland
4163,"May 29, 2016",Florence Rubik's Cube Open 2016,"Italy, Firenze",Kantiere,Italy
4166,"May 28 - 29, 2016",El Escorial Open 2016,"Spain, Madrid",Polideportivo Municipal de El Escorial,Spain
4167,"May 28 - 29, 2016",Schwandorf Open 2016,"Germany, Schwandorf",Oberpfalzhalle,Germany
4168,"May 28 - 29, 2016",Serbian Open 2016,"Serbia, Belgrade",Mathematical Grammar School,Serbia
4180,"May 21 - 22, 2016",Slavonic Gymnasium Open 2016,"Ukraine, Kiev",Slavonic Gymnasium,Ukraine
4181,"May 21 - 22, 2016",Zurich Open 2016,"Switzerland, Uster", Musikcontainer Uster,Switzerland
4182,"May 21 - 22, 2016",Lyon Megaminx Open 2016,"France, Lyon",Lyon Olympique Échecs,France
4185,"May 21 - 22, 2016",Albacete Open 2016,"Spain, Albacete",Centro comercial-Estacion Renfe Los Llanos,Spain
4189,"May 21 - 22, 2016",Lithuanian Open 2016,"Lithuania, Vilnius",Panorama shopping mall,Lithuania
4190,"May 21, 2016",King's Open 2016,"Netherlands, Bodegraven",Verhoeff-Rollmanschool,Netherlands
4197,"May 14 - 15, 2016",Big CubingItaly 2016,"Italy, Milan",Politecnico di Milano,Italy
4207,"May 8, 2016",WLS Wiosna 2016,"Poland, Warszawa",Urząd Dzielnicy Ursynów,Poland
4212,"May 7 - 8, 2016",Swedish Decathlon 2016,"Sweden, Flen",Aktivitetshuset Skjortan,Sweden
4213,"May 7 - 8, 2016",Hessen Open 2016,"Germany, Lampertheim",Zehntscheune Lampertheim,Germany
4217,"May 7, 2016",Antwerp Open 2016,"Belgium, Antwerpen",Onze-Lieve-Vrouwecollege,Belgium
4218,"May 7, 2016",Canarias Open 2016,"Spain, Las Palmas de Gran Canaria",Museo Elder de la ciencia y la tecnología,Spain
4224,"Apr 30 - May 1, 2016",France 2016,"France, Toulouse",Parc des Expositions de Toulouse,France
4226,"Apr 30 - May 1, 2016",North London Open 2016,"United Kingdom, Muswell Hill, Greater London",Raglan Hotel,United Kingdom
4232,"Apr 30, 2016",Speed Day Lublin 2016,"Poland, Lublin",Zespół Szkół Transportowo - Komunikacyjnych,Poland
4236,"Apr 25, 2016",Greece Spring Open 2016,"Greece, Piraeus",13o Gymnasio Pirea,Greece
4240,"Apr 23 - 24, 2016",Lviv Spring Days 2016,"Ukraine, Lviv",Student Club of Lviv Politechnic Univercity,Ukraine
4243,"Apr 23 - 24, 2016",Bosnia and Herzegovina Open 2016,"Bosnia and Herzegovina, Banja Luka",Gimnazija Banja Luka,Bosnia and Herzegovina
4244,"Apr 23 - 24, 2016",BSU Cubing Days 2016,"Belarus, Minsk",Lyceum of Belarusian State University,Belarus
4247,"Apr 23, 2016",Tuwim Cube Race 2016,"Poland, Jastrzębie Zdrój",Julian Tuwim Primary School in Jastrzebie Zdroj,Poland
4248,"Apr 23, 2016",U.R.A. Spring 2016,"Romania, Bucuresti",Universitatea Romano-Americana,Romania
4252,"Apr 17, 2016",Small Cubingitaly 2016,"Italy, Roma",Darkside,Italy
4253,"Apr 16 - 17, 2016",Finnish Open 2016,"Finland, Kirkkonummi",Kirkkoharjun koulu,Finland
4254,"Apr 16 - 17, 2016",Hungarian Nationals 2016,"Hungary, Budapest",Lurdy Konferencia- és Rendezvényközpont,Hungary
4255,"Apr 16 - 17, 2016",Open Cube Project 2016,"France, Santes",Salle Agora,France
4258,"Apr 16, 2016",OFFA-Meisterschaft 2016,"Switzerland, St.Gallen",OLMA Messen,Switzerland
4261,"Apr 16, 2016",Selandia Open 2016,"Denmark, Slagelse",Selandia HTX,Denmark
4265,"Apr 16, 2016",GLS Cup II 2016,"Poland, Gdańsk",Novotel Marina,Poland
4270,"Apr 9 - 10, 2016",German Open 2016,"Germany, Gütersloh",Janusz Korczak Gesamtschule,Germany
4279,"Apr 3, 2016",Apulia Open 2016,"Italy, Brindisi",Hotel Orientale,Italy
4282,"Apr 2 - 3, 2016",Exeter Open 2016,"United Kingdom, Exeter, Devon",Kay House Duryard,United Kingdom
4284,"Apr 2 - 3, 2016",Plentzia Open 2016,"Spain, Plentzia",Centro Cultural Goñi Portal,Spain
4285,"Apr 2 - 3, 2016",Slovenian Open 2016,"Slovenia, Maribor",Prometna sola Maribor,Slovenia
4286,"Apr 2 - 3, 2016",Wiler Würfelfest 2016,"Switzerland, Wil SG",Stadtsaal Wil,Switzerland
4288,"Apr 2 - 3, 2016",Brno Open 2016,"Czech Republic, Brno","Brno University of Technology, Faculty of Civil Engineering",Czech Republic
4291,"Apr 2, 2016",Riga Open 2016,"Latvia, Riga",Riga Plaza,Latvia
4299,"Mar 26 - 27, 2016",VSU Open 2016,"Belarus, Vitebsk",Vitebsk State University,Belarus
4311,"Mar 20, 2016",Tulip Open 2016,"Netherlands, Utrecht",Wilhelminagroep Zeeverkenners,Netherlands
4314,"Mar 19 - 20, 2016",Dnepr Cube Days 2016,"Ukraine, Dnipropetrovsk",Dnepropetrovsk Medical School,Ukraine
4315,"Mar 19 - 20, 2016",Grudziądz Open 2016,"Poland, Grudziądz",Secondary school no 3,Poland
4318,"Mar 19 - 20, 2016",Romanian Rubik Open 2016,"Romania, Cluj-Napoca",Polus Center,Romania
4324,"Mar 13, 2016",Tallinn Open 2016,"Estonia, Tallinn",Tallinn University of Applied Sciences,Estonia
4326,"Mar 13, 2016",Milan Slam 2016,"Italy, Milan","Ludoteca ""La casa dei giochi""",Italy
4327,"Mar 13, 2016",Rome Slam Open 2016,"Italy, Monterotondo",Circolo Bocciofilo Monterotondo Scalo,Italy
4328,"Mar 13, 2016",Roskilde by Vote 2016,"Denmark, Roskilde",Trekronerskolen,Denmark
4330,"Mar 13, 2016",Kharkiv Special 2016,"Ukraine, Kharkiv","Jewish Cultural Center ""Beit Dan""",Ukraine
4334,"Mar 12, 2016",CLIP Open 2016,"Portugal, Porto",CLIP - The Oporto International School,Portugal
4339,"Mar 5 - 6, 2016",Kirkkonummi Open 2016,"Finland, Kirkkonummi",Winellska skolan,Finland
4340,"Mar 5 - 6, 2016",Zonhoven Open 2016,"Belgium, Zonhoven",Evenementenhal Zonhoven,Belgium
4342,"Mar 5, 2016",Murcia 2016,"Spain, Murcia",Centro Municipal La Nave,Spain
4345,"Mar 4 - 6, 2016",Norwegian Championship 2016,"Norway, Trondheim",Norwegian University of Science and Technology,Norway
4349,"Feb 27 - 28, 2016",Cubéate Weekend 2016,"Spain, Madrid",Centro Sociocultural Montecarmelo,Spain
4351,"Feb 27 - 28, 2016",Osijek Open 2016,"Croatia, Osijek",III. Gimnazija Osijek,Croatia
4355,"Feb 27, 2016",GLS Cup I 2016,"Poland, Gdańsk",Novotel Marina,Poland
4360,"Feb 20 - 21, 2016",Kaskada Open 2016,"Poland, Szczecin",Kaskada mall,Poland
4365,"Feb 20, 2016",Nyköping Cube Day 2016,"Sweden, Nyköping",Kulturhuset Slottsvakten,Sweden
4370,"Feb 13 - 14, 2016",Molina Open 2016,"Spain, Molina de Segura",Centro El Jardín,Spain
4371,"Feb 13, 2016",Phalsbourg Winter Open 2016,"France, Phalsbourg",Lycée St Antoine - Phalsbourg,France
4376,"Feb 13, 2016",Cowboys FMC Party 2016,"Ukraine, Novopokrovka, Kharkiv region",Novopokrovskiy UVC,Ukraine
4379,"Feb 7, 2016",UiO Open 2016,"Norway, Oslo",Realfagsbiblioteket,Norway
4384,"Feb 6 - 7, 2016",Zaragoza Open 2016,"Spain, Zaragoza",Centro civíco Santa Isabel,Spain
4385,"Feb 6 - 7, 2016",B.O.N.D. Open 2016,"Slovakia, Bratislava",Slovak University of Technology,Slovakia
4388,"Feb 6, 2016",Mantua Tiny Open 2016,"Italy, Mantova",IBS Bookstore,Italy
4396,"Jan 30 - 31, 2016",Manchester Open 2016,"United Kingdom, Salford, Greater Manchester",Buile Hill Visual Arts College,United Kingdom
4398,"Jan 30 - 31, 2016",Frankfurt Cube Days 2016,"Germany, Frankfurt",Gemeindehaus Thomasgemeinde,Germany
4399,"Jan 30, 2016",Generalforsamlingen 2016,"Denmark, Slagelse",Selandia HTX,Denmark
4403,"Jan 30, 2016",Camarma Open 2016,"Spain, Camarma de Esteruelas, Madrid",Ayuntamiento de Camarma,Spain
4410,"Jan 23, 2016",Moldavian Nationals - Winter 2016,"Moldova, Chișinău",Shopping Center MallDOVA,Moldova
4419,"Jan 16 - 17, 2016",Chottu Skips 2016,"Switzerland, Kottwil",Kottwil school,Switzerland
4425,"Jan 16, 2016",U.R.A. Rubik Open 2016,"Romania, Bucuresti",Universitatea Romano-Americana,Romania
4426,"Jan 9 - 10, 2016",Cubelonia 2016,"Germany, Cologne",Pfarrheim St. Engelbert,Germany
4427,"Jan 9 - 10, 2016",Dnepr Super Blind 2016,"Ukraine, Dnipropetrovsk",Educational IT-Center Level Up,Ukraine
4432,"Jan 9, 2016",Beskidy Cubing Day 2016,"Poland, Sucha Beskidzka",Zespół Szkół im.Walerego Goetla,Poland
4439,"Jan 3, 2016",Capodrise Open 2016,"Italy, Capodrise, Caserta",Parrocchia S. Andrea Apostolo,Italy
4440,"Jan 3, 2016",Helsinki Side Events 2016,"Finland, Helsinki",SFS building,Finland
4445,"Dec 28, 2015",Greece Winter Open 2015,"Greece, Piraeus",13o Gymnasio Pirea,Greece
4451,"Dec 26 - 27, 2015",Minsk Winter 2015,"Belarus, Minsk",Gymnasium 50,Belarus
4460,"Dec 19 - 20, 2015",Welcome Thay Cambridge 2015,"United Kingdom, Cambridge, Cambridgeshire",ARM Ltd,United Kingdom
4461,"Dec 19 - 20, 2015",Lyon Christmas Open 2015,"France, Lyon",Ecole Normale Supérieure,France
4481,"Dec 5 - 7, 2015",Italian Open 2015,"Italy, Milan",Politecnico di Milano,Italy
4484,"Dec 5 - 6, 2015",Santa Claus Cube Race 2015,"Poland, Dąbrowa Górnicza",Gimnazjum nr 1 im. Hugona Kołłątaja,Poland
4486,"Dec 5 - 6, 2015",Danish Special 2015,"Denmark, Brøndby",Spejderhytten,Denmark
4487,"Dec 5 - 6, 2015",Sébra Open 2015,"Germany, Paderborn",Welcome Hotel Paderborn,Germany
4488,"Dec 5 - 6, 2015",Swedish Championship 2015,"Sweden, Stockholm",Östra Gymnasiet,Sweden
4489,"Dec 5 - 6, 2015",Ugine Jeu et Jouet 2015,"France, Ugine",Salle festive,France
4497,"Nov 28 - 29, 2015",Anatoliy Moroz Open 2015,"Ukraine, Lviv",Lviv Polytechnic National University,Ukraine
4498,"Nov 28 - 29, 2015",Kirkkonummi Open 2015,"Finland, Kirkkonummi",Kirkkoharjun koulu,Finland
4499,"Nov 28 - 29, 2015",Minyons de Terrassa Open 2015,"Spain, Terrassa, Barcelona",Minyons de Terrassa,Spain
4508,"Nov 22, 2015",Mijas Open 2015,"Spain, Mijas, Málaga",Qué Bowling Mijas,Spain
4510,"Nov 21, 2015",Gdańsk Rubik's Cube Day 2015,"Poland, Gdańsk",Library of CH Manhattan,Poland
4514,"Nov 21, 2015",SCC Open 2015,"Switzerland, Bellinzona",Scuola Cantonale di Commercio Stabile Torretta,Switzerland
4521,"Nov 14 - 15, 2015",Bratislava Open 2015,"Slovakia, Bratislava",Slovak University of Technology,Slovakia
4522,"Nov 14 - 15, 2015",Franconia Winter 2015,"Germany, Fürth",Hardenberg-Gymnasium Fürth,Germany
4526,"Nov 14, 2015",Valencia Open 2015,"Spain, Valencia",Hogar Castilla la Mancha,Spain
4529,"Nov 13 - 14, 2015",Würfelä im Drachenäscht 2015,"Switzerland, Bern",Games shop DracheNäscht,Switzerland
4532,"Nov 7 - 8, 2015",Chambéry Cube Open 2015,"France, Chambéry",Lycée Gaspard Monge,France
4533,"Nov 7 - 8, 2015",UK Championship 2015,"United Kingdom, Stevenage, Hertfordshire",The Forum,United Kingdom
4537,"Nov 7 - 8, 2015",Latvian Open 2015,"Latvia, Rīga",Riga Plaza Shopping Center,Latvia
4546,"Oct 31 - Nov 1, 2015",Two days in Vitebsk 2015,"Belarus, Vitebsk",School 30,Belarus
4550,"Oct 31 - Nov 1, 2015",Bugella Open 2015,"Italy, Biella",Hotel Bugella,Italy
4552,"Oct 31 - Nov 1, 2015",Hasselt Open 2015,"Belgium, Hasselt",Vrijzinnig OntmoetingsCentrum Hasselt,Belgium
4553,"Oct 31 - Nov 1, 2015",Munich Open 2015,"Germany, Unterhaching",Hachinga Halle,Germany
4560,"Oct 24 - 25, 2015",Kjeller Open 2015,"Norway, Kjeller",Kjeller School,Norway
4563,"Oct 24 - 25, 2015",Nancy Open 2015,"France, Nancy",ENSEM,France
4568,"Oct 24, 2015",Beit Dan Open 2015,"Ukraine, Kharkiv","Jewish Cultural Center ""Beit Dan""",Ukraine
4575,"Oct 23 - 25, 2015",Finnish Championship 2015,"Finland, Kirkkonummi",Kirkkoharju school,Finland
4576,"Oct 17 - 18, 2015",Dutch Open 2015,"Netherlands, Voorburg",Sint-Maartenscollege,Netherlands
4577,"Oct 17 - 18, 2015",DYC 2015,"France, Paris","KIDEXPO fair , Parc des Expositions de Paris, Porte de Versailles - Pavillons 6 & 8",France
4578,"Oct 17 - 18, 2015",ÅF Cube Days 2015,"Sweden, Trollhättan",Innovatum Science Center,Sweden
4580,"Oct 17 - 18, 2015",Monterotondo Open 2015,"Italy, Monterotondo",Centro Sociale Borgonovo,Italy
4582,"Oct 17, 2015",ŚLS Wodzisław Śląski 2015,"Poland, Wodzisław Śląski",Zespół Szkół Technicznych,Poland
4583,"Oct 11, 2015",Mantova Open 2015,"Italy, Mantova",BP FACTORY,Italy
4585,"Oct 10 - 11, 2015",Musée suisse du jeu 2015,"Switzerland, La Tour-de-Peilz",Swiss Museum of games,Switzerland
4592,"Oct 9 - 11, 2015",Spanish Championship 2015,"Spain, Granada",Parque Comercial Kinepolis,Spain
4594,"Oct 9 - 11, 2015",Polish Championship 2015,"Poland, Gdańsk",Main hall of AWFiS,Poland
4599,"Oct 3 - 4, 2015",Basauri Open 2015,"Spain, Basauri (País Vasco)",Centro Cívico Basozelai,Spain
4601,"Oct 3 - 4, 2015",Prague Open 2015,"Czech Republic, Prague",Fakulta informačních technologií ČVUT,Czech Republic
4607,"Sep 27, 2015",Dutch Nationals 2015,"Netherlands, Amstelveen","Keizer Karel College, Amstelveen",Netherlands
4609,"Sep 26 - 27, 2015",Masovian Open 2015,"Poland, Płock",Zespół Szkół im. Leokadii Bergerowej,Poland
4610,"Sep 26 - 27, 2015",Swiss Science Open 2015,"Switzerland, Winterthur",Swiss Science Center,Switzerland
4612,"Sep 26 - 27, 2015",Cuthberts Open 2015,"United Kingdom, Hatfield, Hertfordshire",The Galleria,United Kingdom
4616,"Sep 25 - 27, 2015",Arnold Classic Rubik 2015,"Spain, Madrid",Arnold Classic Europe 2015,Spain
4619,"Sep 19 - 20, 2015",Dnepr Skips 2015,"Ukraine, Dnipropetrovsk",Dnepropetrovsk Medical School,Ukraine
4620,"Sep 19 - 20, 2015",Milan Cube Days 2015,"Italy, Milan","Ludoteca ""La casa dei giochi""",Italy
4622,"Sep 19 - 20, 2015",Warsaw Cube Masters 2015,"Poland, Warsaw",Ośrodek Sportu i Rekreacji Dzielnicy  Śródmieście,Poland
4625,"Sep 18 - 20, 2015",Hungarian Open 2015,"Hungary, Budapest",Lurdy Konferencia- és Rendezvényközpont,Hungary
4630,"Sep 12 - 13, 2015",Manhattan Gdańsk Open 2015,"Poland, Gdańsk",Manhattan Shoping Center,Poland
4631,"Sep 12 - 13, 2015",Barcelona FME Open 2015,"Spain, Barcelona",Facultat de Matemàtiques i Estadística,Spain
4633,"Sep 12 - 13, 2015",Champagne Open 2015,"France, Reims",Gymnase de Tinqueux,France
4639,"Sep 12, 2015",Oslo Fall 2015,"Norway, Oslo",Norsk Teknisk Museum,Norway
4640,"Sep 12, 2015",Suceava Rubik Open 2015,"Romania, Suceava",Iulius Mall Suceava,Romania
4645,"Sep 5 - 6, 2015",Belgium Summer 2015,"Belgium, Lint",De Wilg,Belgium
4646,"Sep 5 - 6, 2015",Estonian Open 2015,"Estonia, Tallinn",Tallinn University of Applied Sciences,Estonia
4647,"Sep 5 - 6, 2015",German Nationals 2015,"Germany, Köln, NRW",Jugendherberge Köln-Deutz,Germany
4653,"Aug 29 - 30, 2015",Italian Championship 2015,"Italy, Foggia",Città del Cinema,Italy
4654,"Aug 29 - 30, 2015",ABHC 2015,"United Kingdom, Welwyn Garden City, Hertfordshire","Collingwood Suite, Gosling Sports Park",United Kingdom
4662,"Aug 22 - 23, 2015",Dvina Open 2015,"Belarus, Novopolotsk",7th School,Belarus
4663,"Aug 22 - 23, 2015",GBCO 2015,"Germany, Velbert",DJH Jugendgästehaus und Bildungsstätte Velbert,Germany
4670,"Aug 16, 2015",Norrkubing 2015,"Sweden, Norrköping",Kårhuset Trappan,Sweden
4672,"Aug 16, 2015",Kharkiv Cube Day 2015,"Ukraine, Kharkiv","Jewish Cultural Center ""Beit Dan""",Ukraine
4678,"Aug 15 - 16, 2015",Helsinki Blind Weekend 2015,"Finland, Helsinki",SFS-House,Finland
4681,"Aug 14 - 16, 2015",Slovakian Open 2015,"Slovakia, Bratislava",Slovak University of Technology,Slovakia
4684,"Aug 8 - 9, 2015",Kaliska Open 2015,"Poland, Kaliska",Zespół Szkół Publicznych w Kaliskach,Poland
4689,"Aug 8, 2015",Greece Open 2015,"Greece, Piraeus",13o Gymnasio Pirea,Greece
4697,"Aug 1 - 2, 2015",N8W8 Summer 2015,"Belgium, Zonhoven",Evenementenhal Zonhoven,Belgium
4698,"Aug 1 - 2, 2015",The Glorious North 2015,"United Kingdom, Hale, Cheshire",St Peter's Hale,United Kingdom
4705,"Jul 25 - 26, 2015",Skips in Brest 2015,"Belarus, Brest",City Culture Center,Belarus
4709,"Jul 25, 2015",Moldavian Nationals 2015,"Moldova, Chișinău",Liceul Teoretic “Spiru Haret”,Moldova
4710,"Jul 25, 2015",Bergen Open 2015,"Norway, Bergen","Torgallmenningen if the weather is nice, otherwise at Nordnes bydelshus.",Norway
4715,"Jul 18 - 19, 2015",ŚLS Sosnowiec 2015,"Poland, Sosnowiec",VI Liceum Ogólnokształcące im. Janusza Korczaka,Poland
4717,"Jul 18 - 19, 2015",Gernika Open 2015,"Spain, Gernika",Centro Cultural Astra,Spain
4722,"Jul 17 - 19, 2015",Czech Open 2015,"Czech Republic, Pardubice",CEZ Arena,Czech Republic
4729,"Jul 11 - 12, 2015",Campeonato de Portugal 2015,"Portugal, Lisbon",Pavilhão do Conhecimento - Ciência Viva,Portugal
4730,"Jul 11 - 12, 2015",FLIP Open 2015,"France, Parthenay",Palais des Congrès,France
4735,"Jul 4 - 5, 2015",Franconia Open 2015,"Germany, Fürth",Hardenberg-Gymnasium Fürth,Germany
4736,"Jul 4 - 5, 2015",Irish Championship 2015,"Ireland, Dublin",Lucan Community College,Ireland
4737,"Jul 4 - 5, 2015",Lyon Megaminx Open 2015,"France, Lyon",Maison des fêtes et des familles de la Duchère,France
4739,"Jul 4 - 5, 2015",Archena Open 2015,"Spain, Archena, Murcia",Espacio Joven,Spain
4740,"Jul 4 - 5, 2015",Asturias Open 2015,"Spain, Gijón",Recinto Ferial Luis Adaro,Spain
4742,"Jul 4 - 5, 2015",Croatian Open 2015,"Croatia, Osijek",BIOS Incubator,Croatia
4750,"Jun 27 - 28, 2015",Cannes Open 2015,"France, Cannes",Pépinière CréaCannes,France
4752,"Jun 27 - 28, 2015",Lent Open 2015,"Slovenia, Maribor",Srednja gradbena šola Maribor,Slovenia
4753,"Jun 27 - 28, 2015",Radomsko Cube Theory 2015,"Poland, Radomsko",Hala Sportowa MOSiR,Poland
4760,"Jun 21, 2015",Berlin Summer Cube Day 2015,"Germany, Berlin",Die Reha e.V. ,Germany
4763,"Jun 20 - 21, 2015",Castellon Open 2015,"Spain, Castellón de la Plana",Hotel Doña Lola,Spain
4764,"Jun 20 - 21, 2015",Danish Open 2015,"Denmark, Gislev",Gislev Hallen,Denmark
4771,"Jun 13 - 14, 2015",Cowboys Summer 2015,"Ukraine, Novopokrovka, Kharkiv region",Novopokrovskiy UVC,Ukraine
4773,"Jun 13 - 14, 2015",Finnish Open 2015,"Finland, Tampere","Tampere University of Technology, restaurant Zip",Finland
4784,"Jun 6 - 7, 2015",SLS Rybnik 2015,"Poland, Rybnik",Czeslaw Milosz middle school in Rybnik,Poland
4785,"Jun 6 - 7, 2015",Velbert Open 2015,"Germany, Velbert",DJH Jugendgästehaus und Bildungsstätte Velbert,Germany
4786,"Jun 6 - 7, 2015",Bratislava No-Cutoff Open 2015,"Slovakia, Bratislava",Slovak University of Technology,Slovakia
4794,"May 31, 2015",HEM MariCubik Open 2015,"France, Hem",Salle Diligent,France
4795,"May 30 - 31, 2015",PoliMi 2015,"Italy, Milan",Politecnico di Milano,Italy
4796,"May 30 - 31, 2015",Speed Days Kraśnik 2015,"Poland, Kraśnik",Zespół Szkół Nr 2 im. Mikołaja Reja,Poland
4799,"May 30, 2015",Georgian Open 2015,"Georgia, Tbilisi",University of Georgia,Georgia
4806,"May 29 - 31, 2015",Ukrainian Open 2015,"Ukraine, Kyiv","""Mystetskyi Arsenal"" (""Arsenal of Arts""), 157th lyceum",Ukraine
4808,"May 24 - 25, 2015",Danish SCO 2015,"Denmark, Roskilde",Roskilde Tekniske Gymnasium,Denmark
4809,"May 24, 2015",Brasov Rubik's Open 2015,"Romania, Brasov",Universitatea George Baritiu,Romania
4812,"May 23 - 24, 2015",CBNBC 2015,"Belgium, Antwerpen",Scoutel,Belgium
4813,"May 23 - 24, 2015",ŚLS Zawiercie 2015,"Poland, Zawiercie",OSiR indoor sporting hall,Poland
