Unnamed: 0,date,name,country,venue,clean_country
2789,"Jan 27, 2018",Generalforsamlingen 2018,"Denmark, Tårnby",Tårnby Skole,Denmark
2799,"Jan 20 - 21, 2018",Chambéry Cube 2018,"France, Chambéry",Collège Saint François de Sales,France
2813,"Jan 13 - 14, 2018",Speed Days Kraśnik 2018,"Poland, Kraśnik",Zespół Szkół Nr 2 im. Mikołaja Reja,Poland
2814,"Jan 13 - 14, 2018",VI QB'er 2018,"Norway, Gjøvik",Vitensenteret Innlandet,Norway
2816,"Jan 13 - 14, 2018",Etna Open 2018,"Italy, Catania",CUS Catania,Italy
2818,"Jan 13 - 14, 2018",Liechtenstein Open 2018,"Liechtenstein, Vaduz",Spörryhalle Vaduz,Liechtenstein
2830,"Jan 6 - 7, 2018",Swisscubing Mental 2018,"Switzerland, Ecublens",EPFL,Switzerland
2831,"Jan 6 - 7, 2018",Dnepr Super Blind 2018,"Ukraine, Dnepr",Educational IT-Center Level Up,Ukraine
2837,"Jan 5 - 6, 2018",HNY Cubing Dordrecht 2018,"Netherlands, Dordrecht",De Plint Dordrecht,Netherlands
2839,"Jan 2, 2018",Greece New Year 2018,"Greece, Piraeus",13o Gymnasio Pirea,Greece
2854,"Dec 23 - 24, 2017",Kharkiv Winter 2017,"Ukraine, Kharkiv",International Jewish student organization Hillel,Ukraine
2858,"Dec 23, 2017",Lluís Vives Open 2017,"Spain, Valencia",Lluís Vives de Valencia ,Spain
2868,"Dec 16 - 17, 2017",Swiss Nationals 2017,"Switzerland, Winterthur",Swiss Science Center,Switzerland
2872,"Dec 16 - 17, 2017",CFL Santa Claus Cube Race 2017,"Poland, Bełchatów","Hala ""Energia""",Poland
2873,"Dec 16 - 17, 2017",Chouchenn Open 2017,"France, Rennes",La maison bleue,France
2876,"Dec 16 - 17, 2017",Italian Championship 2017,"Italy, Bergamo",Scuola IMIBerg,Italy
2880,"Dec 16, 2017",U.R.A. Blind Open 2017,"Romania, Bucuresti",Universitatea Romano Americana,Romania
2881,"Dec 16, 2017",Marathon Open 2017,"Netherlands, The Hague",Stichting Don Bosco Rijswijk,Netherlands
2895,"Dec 9 - 10, 2017",GLS Final 2017,"Poland, Gdańsk",Novotel Marina,Poland
2903,"Dec 9, 2017",Tartu Open 2017,"Estonia, Tartu",Fraternity Ugala,Estonia
2908,"Dec 8 - 10, 2017",Fuenlabrada Open 2017,"Spain, Fuenlabrada, Madrid","Casa de la música de Fuenlabrada, Espacio “El Grito”",Spain
2909,"Dec 8, 2017",Vestby Open 2017,"Norway, Vestby",Vestby Videregående Skole,Norway
2914,"Dec 2 - 3, 2017",BKP 2017,"Germany, Berlin",Abenteuerzentrum Berlin,Germany
2916,"Dec 2 - 3, 2017",SSL Final Borås 2017,"Sweden, Borås",Navet Science Center,Sweden
2917,"Dec 2 - 3, 2017",Ugine Jeu et Jouet 2017,"France, Ugine",Salle festive,France
2918,"Dec 2 - 3, 2017",Pécs Open 2017,"Hungary, Pécs",Corso Hotel,Hungary
2920,"Dec 2 - 3, 2017",Dublin Open 2017,"Ireland, Dublin",University College Dublin,Ireland
2924,"Dec 2, 2017",DLS Grudzień 2017,"Poland, Warszawa","Gimnazjum nr 7 z Oddziałami Integracyjnymi ""Przy Łazienkach Królewskich"" w Warszawie",Poland
2925,"Dec 2, 2017",KVCO 2017,"Denmark, Kirke Værløse",Den Gamle Skole i Kirke Værløse,Denmark
2938,"Nov 25 - 26, 2017",Weston-super-Mare Open 2017,"United Kingdom, Weston-super-Mare, Somerset",Grand Pier,United Kingdom
2939,"Nov 25 - 26, 2017",Lviv Cube Cup 2017,"Ukraine, Lviv",Student Club of Lviv Politechnic Univercity,Ukraine
2941,"Nov 25 - 26, 2017",Nancy Open 2017,"France, Vandoeuvre-lès-Nancy","Espace Prévert, salle Jacques Brel",France
2942,"Nov 25 - 26, 2017",Alicante Open 2017,"Spain, Alicante",Dual Games Alicante,Spain
2945,"Nov 25 - 26, 2017",Bratislava Open 2017,"Slovakia, Bratislava",Slovak University of Technology,Slovakia
2946,"Nov 25, 2017",Andorra 2017,"Andorra, Andorra la Vella",Pyrénées,Andorra
2947,"Nov 25, 2017",Tuscany Open 2017,"Italy, Montecatini Terme",Hotel Tuscany Inn,Italy
2955,"Nov 18 - 19, 2017",PSKubing 2017,"Germany, Aschaffenburg",Private Wirtschaftsschule Krauss,Germany
2958,"Nov 18 - 19, 2017",Belgian Open 2017,"Belgium, Sint-Niklaas",Ons Huis,Belgium
2970,"Nov 18, 2017",Craiova Rubik Open 2017,"Romania, Craiova",Mercur Center,Romania
2971,"Nov 17 - 19, 2017",Polish Nationals 2017,"Poland, Kraków",MDK Dom Harcerza,Poland
2972,"Nov 17 - 19, 2017",Finnish Championship 2017,"Finland, Vantaa",Monitoimitila Arkki,Finland
2977,"Nov 11 - 12, 2017",Basauri Open 2017,"Spain, Basauri (País Vasco)",Centro Cívico Basozelai,Spain
2980,"Nov 11 - 12, 2017",Mijas Open 2017,"Spain, Mijas, Málaga",Cortijo San Elías,Spain
2981,"Nov 11 - 12, 2017",Musée suisse du jeu 2017,"Switzerland, La Tour-de-Peilz",Swiss Museum of games,Switzerland
2984,"Nov 11 - 12, 2017",Ljubljana Open 2017,"Slovenia, Ljubljana",Balassi Intézet,Slovenia
2985,"Nov 11 - 12, 2017",SSL 4 Mora 2017,"Sweden, Mora",Mora Folkhögskola,Sweden
2999,"Nov 4 - 5, 2017",Kjeller Open 2017,"Norway, Kjeller",Kjeller School,Norway
3000,"Nov 4 - 5, 2017",Latvian Open 2017,"Latvia, Riga",Riga Plaza shopping centre,Latvia
3001,"Nov 4 - 5, 2017",Minsk Championship 2017,"Belarus, Minsk",Gymnazium No. 28,Belarus
3002,"Nov 4 - 5, 2017",Munich Open 2017,"Germany, Unterhaching",Hachinga Halle,Germany
3008,"Nov 4 - 5, 2017",Villanueva Open 2017,"Spain, Villanueva de la Cañada, Madrid",Polideportivo Santiago Apóstol,Spain
3023,"Oct 28 - 29, 2017",Austrian Open 2017,"Austria, Vienna",Wien Brigittenau - Jugendgästehaus,Austria
3027,"Oct 28 - 29, 2017",U.R.A. Back to School 2017,"Romania, Bucharest",Universitatea Romano Americana,Romania
3038,"Oct 27 - 29, 2017",Toulon Open 2017,"France, Toulon",Palais Neptune,France
3039,"Oct 27 - 29, 2017",UK Championship 2017,"United Kingdom, Stevenage, Hertfordshire",The Forum,United Kingdom
3045,"Oct 21 - 22, 2017",Dutch Open 2017,"Netherlands, Voorburg",Sint-Maartenscollege,Netherlands
3046,"Oct 21 - 22, 2017",GLS Cup V 2017,"Poland, Gdańsk",Novotel Marina,Poland
3051,"Oct 21 - 22, 2017",Oulu Open 2017,"Finland, Oulu",Tiedekeskus Tietomaa,Finland
3057,"Oct 21, 2017",Gessate Open 2017,"Italy, Gessate",Sala comunale dello Stalun,Italy
3069,"Oct 14 - 15, 2017",Dnepr Skips 2017,"Ukraine, Dnipro",Dnipro Basic Medical College,Ukraine
3071,"Oct 14 - 15, 2017",Speed Days Kielce 2017,"Poland, Kielce",MOSiR Kielce,Poland
3072,"Oct 14 - 15, 2017",Suisse Toy Fast Fingers 2017,"Switzerland, Bern",Bernexpo,Switzerland
3085,"Oct 13 - 15, 2017",Hungarian Open 2017,"Hungary, Budapest",Hotel Hungaria City Center,Hungary
3086,"Oct 13 - 15, 2017",Spanish Championship 2017,"Spain, Valencia",Complejo Deportivo-Cultural Petxina,Spain
3091,"Oct 7 - 8, 2017",Italian Open 2017,"Italy, Rome",Hotel Midas,Italy
3092,"Oct 7 - 8, 2017",Kvissel Fall 2017,"Denmark, Kvissel",Kvissel Fritidshus,Denmark
3102,"Oct 1, 2017",Kharkiv Cube Day 2017,"Ukraine, Kharkiv","Jewish Cultural Center ""Beit Dan""",Ukraine
3107,"Sep 30 - Oct 1, 2017",Prague Open 2017,"Czech Republic, Prague",Fakulta informačních technologií ČVUT,Czech Republic
3109,"Sep 30 - Oct 1, 2017",Šiauliai Autumn Open 2017,"Lithuania, Šiauliai",Šiaulių Didžvario gimnazija,Lithuania
3110,"Sep 30 - Oct 1, 2017",SSL 3 Kungsbacka 2017,"Sweden, Kungsbacka",Varlaskolan,Sweden
3112,"Sep 30, 2017",Swisscubing FMC 2017,"Switzerland, Ecublens",EPFL,Switzerland
3120,"Sep 24, 2017",Verona Open 2017,"Italy, Verona",Corte Molon,Italy
3125,"Sep 23 - 24, 2017",Barby Cube Automne 2017,"France, Barby",Ecole élémentaire,France
3128,"Sep 23 - 24, 2017",Guildford Open 2017,"United Kingdom, Guildford, Surrey",Guildford County School,United Kingdom
3129,"Sep 23, 2017",Dutch Nationals 2017,"Netherlands, Hoogland",Dorpshuis De Neng,Netherlands
3132,"Sep 23, 2017",Cyprus Cube Fest 2017,"Cyprus, Nicosia",Russian Centre of Science and Culture,Cyprus
3136,"Sep 22 - 24, 2017",Arnold Open 2017,"Spain, L'Hospitalet de Llobregat, Barcelona",Fira Barcelona Gran Via,Spain
3139,"Sep 17, 2017",Anders Larsson Memorial 2017,"Sweden, Sundbyberg",Allaktivitetshuset,Sweden
3145,"Sep 16 - 17, 2017",MCC 2017,"Germany, Mannheim",Karl-Friedrich-Gymnasium Mannheim,Germany
3147,"Sep 16 - 17, 2017",Kirkkonummi Open 2017,"Finland, Kirkkonummi",Kirkkoharjun koulu,Finland
3149,"Sep 16 - 17, 2017",Tembleque Open 2017,"Spain, Tembleque, Toledo",Ayuntamiento de Tembleque,Spain
3150,"Sep 16 - 17, 2017",Zurich Open 2017,"Switzerland, Wallisellen",Mehrzweckhalle Wallisellen,Switzerland
3154,"Sep 16, 2017",CC El Muelle Rubik Open 2017,"Spain, Las Palmas de Gran Canaria",Centro Comercial El Muelle,Spain
3158,"Sep 15 - 17, 2017",Polish Open 2017,"Poland, Opole",Opole University of Technology,Poland
3166,"Sep 10, 2017",Vestegnen Open 2017,"Denmark, Hvidovre",Teatersalen Frihedens Idrætscenter,Denmark
3169,"Sep 9 - 10, 2017",Champagne Open 2017,"France, Reims",Salle des fêtes de Tinqueux,France
3174,"Sep 9, 2017",DLS Wrzesień 2017,"Poland, Warszawa","Gimnazjum nr 7 z Oddziałami Integracyjnymi ""Przy Łazienkach Królewskich"" w Warszawie",Poland
3175,"Sep 9, 2017",Estonian Open 2017,"Estonia, Tallinn",Tallinn University of Applied Sciences,Estonia
3187,"Sep 2, 2017",Botosani Rubik Open 2017,"Romania, Botosani",Uvertura Mall Botosani,Romania
3188,"Sep 1 - 3, 2017",German Nationals 2017,"Germany, Köln, NRW",Bürgerzentrum Chorweiler,Germany
3195,"Aug 26 - 27, 2017",Sandnes Open 2017,"Norway, Sandnes",Austrått Bydelshus,Norway
3197,"Aug 26 - 27, 2017",ABHC 2017,"United Kingdom, Welwyn Garden City, Hertfordshire","Collingwood Suite, Gosling Sports Park",United Kingdom
3199,"Aug 26 - 27, 2017",Slovakian Open 2017,"Slovakia, Bratislava",Hotel Modena Bratislava,Slovakia
3209,"Aug 26, 2017",Only FMC 2017,"France, Lyon",Au domicile de Juliette,France
3212,"Aug 25 - 27, 2017",Ukrainian Nationals 2017,"Ukraine, Lviv",Conference Hall of SoftServe Business Centre,Ukraine
3219,"Aug 19 - 20, 2017",Asturias Open 2017,"Spain, Gijón",Recinto Ferial Luis Adaro,Spain
3222,"Aug 19 - 20, 2017",Constanța Cube Days 2017,"Romania, Constanța","Liceul Teoretic ""Ovidius""",Romania
3227,"Aug 19 - 20, 2017",SC Cup Final 2017,"Switzerland, Liestal",Ausbildungzentrum der Eidg. Zollverwaltung - Aula,Switzerland
3233,"Aug 19, 2017",Zwolle Open 2017,"Netherlands, Zwolle",SIO zwolle,Netherlands
3238,"Aug 12 - 13, 2017",Croatian Open 2017,"Croatia, Zagreb",Prva Gimnazija,Croatia
3241,"Aug 12 - 13, 2017",Lithuanian Open 2017,"Lithuania, Alytus",Alytaus Piliakalnio progimnazija,Lithuania
3251,"Aug 5 - 6, 2017",GLS Cup IV 2017,"Poland, Gdańsk",Novotel Marina,Poland
3267,"Jul 29 - 30, 2017",Acho Open 2017,"Spain, Archena, Murcia",Espacio Joven,Spain
3270,"Jul 29 - 30, 2017",ŚLS Zawiercie 2017,"Poland, Zawiercie",OSIR Zawiercie,Poland
3272,"Jul 29 - 30, 2017",Twist and Shout Summer 2017,"Sweden, Flen",Aktivitetshuset Skjortan,Sweden
3283,"Jul 22 - 23, 2017",FLIP 2017,"France, Parthenay","Palais des Congrès, 79200 Parthenay",France
3286,"Jul 22 - 23, 2017",150 Cube Meeting in Brest 2017,"Belarus, Brest",Brest Regional Centre of Olympic Reserve for Rowing,Belarus
3287,"Jul 22 - 23, 2017",Czech Open 2017,"Czech Republic, Pardubice",Tipsport Arena,Czech Republic
3291,"Jul 21 - 23, 2017",Swiss Open 2017,"Switzerland, Sursee",Stadthalle Sursee,Switzerland
3306,"Jul 13 - 16, 2017",World Championship 2017,"France, Paris",Les Docks de Paris - Dock Pullman,France
3313,"Jul 8 - 9, 2017",London Open 2017,"United Kingdom, Docklands, Greater London",Hilton London Canary Wharf,United Kingdom
3314,"Jul 8 - 9, 2017",Mantua Summer 2017,"Italy, Mantova",Sala Magna Isabella d'Este,Italy
3315,"Jul 8 - 9, 2017",Poznań Side Challenge 2017,"Poland, Poznań",IX Liceum Ogólnokształcące im. Karola Libelta w Poznaniu,Poland
3325,"Jul 1 - 2, 2017",Quijote Open 2017,"Spain, Argamasilla de Alba, Ciudad Real",Pabellón Polideportivo Municipal de Argamasilla de Alba,Spain
3326,"Jul 1 - 2, 2017",Eger Open 2017,"Hungary, Eger",Hunguest Hotel Flóra,Hungary
3327,"Jul 1 - 2, 2017",German Big Cube Open 2017,"Germany, Düsseldorf",Haus der Jugend Düsseldorf,Germany
3335,"Jul 1, 2017",Valencia Open 2017,"Spain, Valencia",Edificio Alcaldía Pedanía del Barrio de la Torre,Spain
3340,"Jun 24 - 25, 2017",GLS Cup III 2017,"Poland, Gdańsk",Novotel Marina,Poland
3341,"Jun 24 - 25, 2017",Irish Championship 2017,"Ireland, Dublin",Lucan Community College,Ireland
3346,"Jun 24 - 25, 2017",Byczy Cube Race 2017,"Poland, Byczyna",Gimnazjum im. Polskich Noblistów w Byczynie,Poland
3347,"Jun 24 - 25, 2017",CVDB Open 2017,"Spain, Villanueva de la Serena",Teatro Las Vegas,Spain
3354,"Jun 17 - 18, 2017",Andritz Humenné Open 2017,"Slovakia, Humenné",Check # Mate,Slovakia
3355,"Jun 17 - 18, 2017",Plentzia Open 2017,"Spain, Plentzia",Centro Cultural Goñi Portal,Spain
3356,"Jun 17 - 18, 2017",Kvissel Open 2017,"Denmark, Kvissel",Kvissel Fritidshus,Denmark
3358,"Jun 17, 2017",DLS Czerwiec 2017,"Poland, Warszawa","Gimnazjum nr 7 z Oddziałami Integracyjnymi ""Przy Łazienkach Królewskich"" w Warszawie",Poland
3371,"Jun 10 - 11, 2017",Speed Days Kraśnik 2017,"Poland, Kraśnik",Zespół Szkół nr 3 w Kraśniku,Poland
3372,"Jun 10 - 11, 2017",Ticino Open 2017,"Switzerland, Cadro",Sala comunale,Switzerland
3377,"Jun 10 - 11, 2017",Berlin Summer Cube Days 2017,"Germany, Berlin",Mensa Rosa Luxemburg Gymnasium,Germany
3378,"Jun 10 - 11, 2017",Brno Open 2017,"Czech Republic, Brno",Základní škola Brno,Czech Republic
3380,"Jun 10 - 11, 2017",Odessa Open 2017,"Ukraine, Odessa",Odessa State Academy of Civil Engineering and Architecture,Ukraine
3383,"Jun 10, 2017",Breda Open 2017,"Netherlands, Ulvenhout",Het Blazoen,Netherlands
3387,"Jun 9 - 11, 2017",Pulmapelipäivät 2017,"Finland, Vaasa",Rewell Center,Finland
3390,"Jun 4, 2017",Helsinki Side Events 2017,"Finland, Helsinki",Sokos Hotel President,Finland
3391,"Jun 4, 2017",Hem MariCubik Open 2017,"France, Hem",salle Diligent,France
3393,"Jun 4, 2017",Montenegro Open 2017,"Montenegro, Podgorica",University of Montenegro,Montenegro
3396,"Jun 3 - 4, 2017",Crawley Open 2017,"United Kingdom, Crawley, West Sussex",Hazelwick School,United Kingdom
3397,"Jun 3 - 4, 2017",IPM Open 2017,"Spain, Premià de Mar, Barcelona",Institut Premià de Mar,Spain
3411,"May 27 - 28, 2017",Romanian Rubik Open 2017,"Romania, Cluj-Napoca",Vivo Center (fostul Polus),Romania
3412,"May 27 - 28, 2017",Eretum Open 2017,"Italy, Monterotondo",Circolo Bocciofilo Monterotondo Scalo,Italy
3413,"May 27 - 28, 2017",Hessen Open 2017,"Germany, Lampertheim",Zehntscheune Lampertheim,Germany
3415,"May 27 - 28, 2017",Aix-en-Provence Open 2017,"France, Aix-en-Provence",Résidence Le California,France
3416,"May 27 - 28, 2017",ŚLS Będzin Open 2017,"Poland, Będzin",Miejski Zespół Szkół nr 3,Poland
3424,"May 26 - 28, 2017",Swedish Championship 2017,"Sweden, Stockholm",Albanova University Center,Sweden
3434,"May 20 - 21, 2017",Belgium Summer Open 2017,"Belgium, Sart-Dames-Avelines",Complexe sportif de Sart-Dames-Avelines,Belgium
3439,"May 19 - 21, 2017",Danish Open 2017,"Denmark, Gislev",Gislev hallen,Denmark
3445,"May 13 - 14, 2017",Smart Cube Open 2017,"Ukraine, Kiev",Leonardo Hall,Ukraine
3447,"May 13 - 14, 2017",El Escorial 2017,"Spain, Madrid",Polideportivo Municipal de El Escorial,Spain
3448,"May 13 - 14, 2017",Fresh Cube 2017,"Ukraine, Kharkiv",IT school Hillel,Ukraine
3449,"May 13, 2017",Hoogland Open 2017,"Netherlands, Hoogland",Dorpshuis De Neng,Netherlands
3454,"May 13, 2017",SC Cup III 2017,"Switzerland, Saint-Maurice",Lycée-Collège de l'Abbaye,Switzerland
3459,"May 6 - 7, 2017",Kaunas Open 2017,"Lithuania, Kaunas",Kaunas university of technology,Lithuania
3461,"May 6 - 7, 2017",Murcia 10th Anniversary 2017,"Spain, Murcia",Centro Municipal La Nave,Spain
3462,"May 6 - 7, 2017",San Marino Open 2017,"San Marino, Serravalle",Best Western Palace Hotel,San Marino
3464,"May 6 - 7, 2017",Slovenian Open 2017,"Slovenia, Maribor",Prometna sola Maribor,Slovenia
3469,"May 6, 2017",GLS Cup II 2017,"Poland, Gdańsk",Novotel Marina,Poland
3481,"Apr 29 - May 1, 2017",Barby Cube 73 2017,"France, Barby",Ecole élémentaire,France
3482,"Apr 29 - 30, 2017",BSU Cubing Days 2017,"Belarus, Minsk",Lyceum of Belarusian State University,Belarus
3485,"Apr 29 - 30, 2017",Swedish Decathlon Challenge 2017,"Sweden, Flen",Aktivitetshuset Skjortan,Sweden
3490,"Apr 29 - 30, 2017",German Open 2017,"Germany, Gütersloh",Janusz Korczak Gesamtschule,Germany
3492,"Apr 29, 2017",KKR Open 2017,"Poland, Gniezno",Miejski Ośrodek Kultury,Poland
3502,"Apr 22 - 23, 2017",Banja Luka Open 2017,"Bosnia and Herzegovina, Banja Luka",Dom Omladine (Youth Center),Bosnia and Herzegovina
3503,"Apr 22 - 23, 2017",Tietomaa Open 2017,"Finland, Oulu",Tiedekeskus Tietomaa,Finland
3520,"Apr 15 - 16, 2017",Newcastle-under-Lyme Open 2017,"United Kingdom, Newcastle-under-Lyme, Staffordshire",St John Fisher Catholic College,United Kingdom
3524,"Apr 15 - 16, 2017",Helsinki Open 2017,"Finland, Helsinki",Sokos Hotel President,Finland
3528,"Apr 15, 2017",Tallinn Open 2017,"Estonia, Tallinn",Tallinn University of Applied Sciences,Estonia
3530,"Apr 15, 2017",Zuidplas Open 2017,"Netherlands, Nieuwerkerk ad IJssel",Wijkgebouw ‘de Vluchtheuvel’,Netherlands
3533,"Apr 10, 2017",Greece Spring Open 2017,"Greece, Piraeus",13o Gymnasio Pirea,Greece
3537,"Apr 8 - 9, 2017",SSL 2 Stockholm 2017,"Sweden, Stockholm",Nacka Gymnasium,Sweden
3538,"Apr 8 - 9, 2017",U.R.A. Easter Open 2017,"Romania, Bucuresti",Universitatea Romano-Americana,Romania
3541,"Apr 8 - 9, 2017",France 2017,"France, Lille",Campus Ozanam,France
3542,"Apr 8 - 9, 2017",Iruña Open 2017,"Spain, Pamplona",Casa de la Juventud,Spain
3545,"Apr 8, 2017",Kongens Lyngby Open 2017,"Denmark, Kongens Lyngby",Danmarks Tekniske Universitet,Denmark
3555,"Apr 2, 2017",Slovakian Cube Day 2017,"Slovakia, Bratislava",Slovak University of Technology,Slovakia
3557,"Apr 2, 2017",Milan Cube Day 2017,"Italy, Milan","Ludoteca ""La casa dei giochi""",Italy
3558,"Apr 1 - 2, 2017",Wiler Würfelfest 2017,"Switzerland, Wil SG",Stadtsaal Wil,Switzerland
3559,"Apr 1, 2017",ŚLS Jastrzębie Zdrój 2017,"Poland, Jastrzębie Zdrój",Szkoła Podstawowa Nr 19 im. Juliana Tuwima w Jastrzębiu-Zdroju,Poland
3565,"Apr 1, 2017",Riga Open 2017,"Latvia, Rīga",http://www.rigaplaza.lv/en/,Latvia
3569,"Mar 26, 2017",Almost Rome Open 2017,"Italy, Nepi",Chiesa della Santa Famiglia,Italy
3573,"Mar 25 - 26, 2017",Hungarian Nationals 2017,"Hungary, Budapest",Lurdy Konferencia- és Rendezvényközpont,Hungary
3576,"Mar 25 - 26, 2017",Madrid Open 2017,"Spain, Madrid",Centro Cultural Antonio Machado,Spain
3577,"Mar 25 - 26, 2017",Piotrków Trybunalski 2017,"Poland, Piotrków Trybunalski",Centrum Rekreacyjne OSiR,Poland
3578,"Mar 25 - 26, 2017",Schwandorf Open 2017,"Germany, Schwandorf",Oberpfalzhalle,Germany
3579,"Mar 25 - 26, 2017",Spring in Vitebsk 2017,"Belarus, Vitebsk",School 6,Belarus
3582,"Mar 25, 2017",The Hague Open 2017,"Netherlands, The Hague",Stichting Don Bosco Rijswijk,Netherlands
3592,"Mar 19, 2017",Fiorano Open 2017,"Italy, Fiorano Modenese",Biblioteca Bla,Italy
3599,"Mar 18 - 19, 2017",Norwegian Championship 2017,"Norway, Kjeller",Kjeller skole,Norway
3602,"Mar 18 - 19, 2017",Cartagena UPCT Open 2017,"Spain, Cartagena",Casa del estudiante de la UPC,Spain
3606,"Mar 18, 2017",Explorarubik 2017,"Portugal, Coimbra",Exploratório - Centro Ciência Viva de Coimbra,Portugal
3607,"Mar 18, 2017",GLS Cup I 2017,"Poland, Gdańsk",Novotel Marina,Poland
3610,"Mar 12, 2017",Slobozia Spring Open 2017,"Romania, Slobozia",Sc. Gimnaziala Sf. Andrei - Slobozia,Romania
3612,"Mar 11 - 12, 2017",Les Franqueses Open 2017,"Spain, Les Franqueses del Vallès, Barcelona",Centre Cultural de Bellavista,Spain
3613,"Mar 11 - 12, 2017",Staszic Open 2017,"Poland, Lublin",I Liceum Ogólnokształcące im. Stanisława Staszica w Lublinie,Poland
3614,"Mar 11, 2017",SC Cup II 2017,"Switzerland, Schenkon",Zentrumssaal,Switzerland
3627,"Mar 5, 2017",Turin Cube Day 2017,"Italy, Turin",CH4 Sporting Club,Italy
3628,"Mar 4 - 5, 2017",Šiauliai-Tilžė Open 2017,"Lithuania, Šiauliai",Prekybos Centras Tilžė,Lithuania
3629,"Mar 4 - 5, 2017",SSL 1 Jönköping 2017,"Sweden, Jönköping",Kulturhuset Jönköping,Sweden
3631,"Mar 4 - 5, 2017",Only Cube Open 2017,"France, Écully",Gymnase de l'emlyon business school,France
3632,"Mar 4 - 5, 2017",Peterborough Open 2017,"United Kingdom, Peterborough, Cambridgeshire",Great Northern Hotel,United Kingdom
3650,"Feb 25 - 26, 2017",Osijek Open 2017,"Croatia, Osijek",III. Gimnazija Osijek,Croatia
3651,"Feb 25 - 26, 2017",Hamburg Open 2017,"Germany, Hamburg",Mindspace Hamburg,Germany
3652,"Feb 25 - 26, 2017",Alzira 2017,"Spain, Alzira, Valencia",La casa de la cultura,Spain
3653,"Feb 25 - 26, 2017",Belgian Winter 2017,"Belgium, Antwerpen",Kriekenhof,Belgium
3656,"Feb 25 - 26, 2017",Veikkola Open 2017,"Finland, Kirkkonummi",Veikkolan koulu,Finland
3657,"Feb 25, 2017",SLS Gliwice 2017,"Poland, Gliwice",Zespół Szkół Techniczno - Informatycznych,Poland
3668,"Feb 18 - 19, 2017",PSU Winter 2017,"Belarus, Novopolotsk",Polotsk State University,Belarus
3673,"Feb 18, 2017",Altasierra 2017,"Spain, Espartinas, Sevilla",Colegio Altasierra,Spain
3674,"Feb 18, 2017",Cowboys FMC Party 2017,"Ukraine, Novopokrovka, Kharkiv region",Novopokrovskiy UVC,Ukraine
3686,"Feb 11 - 12, 2017",Vilnius Open 2017,"Lithuania, Vilnius",Lithuanian Youth Center,Lithuania
3688,"Feb 11 - 12, 2017",Mental Breakdown Germany 2017,"Germany, Paderborn",Forum St. Liborius,Germany
3689,"Feb 11 - 12, 2017",Just Lviv It 2017,"Ukraine, Lviv",Student Club of Lviv Politechnic Univercity,Ukraine
3691,"Feb 11 - 12, 2017",Calisay Open 2017,"Spain, Arenys de Mar, Barcelona",Ateneu Arenyenc,Spain
3692,"Feb 11 - 12, 2017",Chelles Open 2017,"France, Chelles",Espace socio-culturel Jean-Moulin,France
3694,"Feb 11, 2017",Rubi-Xtreme Piatra Neamt 2017,"Romania, Piatra Neamt",Grand Hotel Ceahlau,Romania
